subtype	gisaid_epi_isl	gisaid_strain	originating_lab	submitting_lab
h3n2	EPI_ISL_20075717	A/South Africa/NHLS-SU-CERI-C069331/2025	National Health Laboratory Service, Stellenbosch University	Center for Epidemic Response and Innovation (CERI)
h3n2	EPI_ISL_20075860	A/India/ DEL_NIV25-669/2025	ICMR-National Institute of Virology	ICMR-National Institute of Virology
h3n2	EPI_ISL_20074651	A/Denmark/2992/2025	Statens Serum Institut	Statens Serum Institute
h3n2	EPI_ISL_20075905	A/India/BHO_NIV25-827/2025	ICMR-National Institute of Virology	ICMR-National Institute of Virology
h3n2	EPI_ISL_20075906	A/India/BHO_NIV25-826/2025	ICMR-National Institute of Virology	ICMR-National Institute of Virology
h3n2	EPI_ISL_20074648	A/Denmark/2976/2025	Statens Serum Institut	Statens Serum Institute
h3n2	EPI_ISL_20075901	A/India/PUN_NIVCOV25723/2025	ICMR-National Institute of Virology	ICMR-National Institute of Virology
h3n2	EPI_ISL_20075904	A/India/PUN_NIV25-787/2025	ICMR-National Institute of Virology	ICMR-National Institute of Virology
h3n2	EPI_ISL_20075897	A/India/PUN_NIV25-279/2025	ICMR-National Institute of Virology	ICMR-National Institute of Virology
h3n2	EPI_ISL_20075903	A/India/PUN_NIV25-694/2025	ICMR-National Institute of Virology	ICMR-National Institute of Virology
h3n2	EPI_ISL_20075902	A/India/PUN_NIV25-815/2025	ICMR-National Institute of Virology	ICMR-National Institute of Virology
h3n2	EPI_ISL_20077434	A/French Guiana/331/2025	Centre Hospitalier de Cayenne	Institut Pasteur de la Guyane
h3n2	EPI_ISL_20077373	A/Peru/CAJ-INS-589/2025	Laboratorio de Referencia Nacional Virus Respiratorios, Instituto Nacional de Salud	Instituto Nacional de Salud Peru
h3n2	EPI_ISL_20077380	A/Peru/CAJ-INS-596/2025	Laboratorio de Referencia Nacional Virus Respiratorios, Instituto Nacional de Salud	Instituto Nacional de Salud Peru
h3n2	EPI_ISL_20063807	A/Galicia/52513081/2025	Complexo Hospitalario Universitario de Vigo	Servicio Galego de Saude
h3n2	EPI_ISL_20066030	A/YOKOHAMA/49/2025	Yokohama City Institute of Public Health.	Japan Institute for Health Security (JIHS)
h3n2	EPI_ISL_20066027	A/OKINAWA/423/2025	Okinawa Prefectural Institute of Health and Environment	Japan Institute for Health Security (JIHS)
h3n2	EPI_ISL_20068506	A/Zambia/01-NIC-700/2025	University Teaching Hospital, MoH Zambia	National Influenza Center, Zambia
h3n2	EPI_ISL_20054872	A/NIIGATA-C/25132/2025	Niigata City Institute of Public Health and Environment	Japan Institute for Health Security (JIHS)
h3n2	EPI_ISL_20054174	A/Distrito Federal/250106000440/2025	Laboratório Central de Saúde Pública do Distrito Federal	Laboratório Central de Saúde Pública do Distrito Federal
h3n2	EPI_ISL_20054160	A/Distrito Federal/2501087101/2025	Laboratório Central de Saúde Pública do Distrito Federal	Laboratório Central de Saúde Pública do Distrito Federal
h3n2	EPI_ISL_20054722	A/Queensland/IN001591/2025	Pathology Queensland	Public and Environmental Health Reference Laboratories (PEHRL)
h3n2	EPI_ISL_20058091	A/Oman/CPHL_7252871/2025	Central Public Health Laboratories Oman	Ministry of Health, Central Public Health Laboratory
h3n2	EPI_ISL_20058090	A/Oman/CPHL_7252881/2025	Central Public Health Laboratories Oman	Ministry of Health, Central Public Health Laboratory
h3n2	EPI_ISL_20058085	A/Oman/CPHL_7252394/2025	Central Public Health Laboratories Oman	Ministry of Health, Central Public Health Laboratory
h3n2	EPI_ISL_20058084	A/Oman/CPHL_7252213/2025	Central Public Health Laboratories Oman	Ministry of Health, Central Public Health Laboratory
h3n2	EPI_ISL_20058074	A/Oman/CPHL_7251735/2025	Central Public Health Laboratories Oman	Ministry of Health, Central Public Health Laboratory
h3n2	EPI_ISL_20059551	A/Paraiba/019413-IEC/2025	Evandro Chagas Institute	Evandro Chagas Institute
h3n2	EPI_ISL_20059503	A/New York/NIRC-IS-1342/2025	New York State Department of Health	Centers for Disease Control and Prevention
h3n2	EPI_ISL_20059262	A/South Africa/3339/2025	National Institute for Communicable Disease	Centers for Disease Control and Prevention
h3n2	EPI_ISL_20051511	A/Lisboa/618/2025	National Institute of Health Dr. Ricardo Jorge, Infectious Diseases Department, National Influenza Reference Laboratory	National Institute for Health Dr. Ricardo Jorge
h3n2	EPI_ISL_20053303	A/Zambia/99-NIC-086/2025	University Teaching Hospital, MoH Zambia	National Influenza Center, Zambia
h3n2	EPI_ISL_19940205	A/Sydney/16/2025	Childrens Hospital Westmead	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19940070	A/Tasmania/46/2025	Royal Hobart Hospital	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_20048169	A/Rio Grande do Norte/019066-IEC/2025	Evandro Chagas Institute	Evandro Chagas Institute
h3n2	EPI_ISL_20046952	A/OKINAWA/413/2025	Okinawa Prefectural Institute of Health and Environment	Japan Institute for Health Security (JIHS)
h3n2	EPI_ISL_19940371	A/Nepal/S870/2025	National Public Health Laboratory	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_20049218	A/South Africa/NICD-R04567/2025	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
h3n2	EPI_ISL_20048257	A/Paraiba/019432-IEC/2025	Evandro Chagas Institute	Evandro Chagas Institute
h3n2	EPI_ISL_20049485	A/Jeju/778/2025	Korea Disease Control and Prevention Agency (KDCA)	Korea Disease Control and Prevention Agency (KDCA)
h3n2	EPI_ISL_20049064	A/South Africa/NICD-R05362/2025	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
h3n2	EPI_ISL_19907710	A/Catalonia/NSAV198326877/2025	Hospital Universitari Arnau de Vilanova	Hospital Universitari Vall d'Hebron
h3n2	EPI_ISL_19907048	A/TOKYO/EIS11-879/2025	Japan Institute for Health Security (JIHS)	Japan Institute for Health Security (JIHS)
h3n2	EPI_ISL_19907039	A/TOKYO/EIS11-846/2025	Japan Institute for Health Security (JIHS)	Japan Institute for Health Security (JIHS)
h3n2	EPI_ISL_19907038	A/TOKYO/EIS11-838/2025	Japan Institute for Health Security (JIHS)	Japan Institute for Health Security (JIHS)
h3n2	EPI_ISL_19906997	A/TOKYO/EIS11-762/2025	Japan Institute for Health Security (JIHS)	Japan Institute for Health Security (JIHS)
h3n2	EPI_ISL_19909713	A/Lebanon/HH-5715/2025	Center for infectious Disease Research	American University of Beirut
h3n2	EPI_ISL_19908716	A/Lebanon/AU-9149/2025	Center for infectious Disease Research	American University of Beirut
h3n2	EPI_ISL_19905121	A/ABUDHABI/UAE/0021532/2025	Reference Laboratory for Infectious Disease (Surveillance Lab)	Sheikh Khalifa Medical City (SKMC)
h3n2	EPI_ISL_19905114	A/ABUDHABI/UAE/0021382/2025	Reference Laboratory for Infectious Disease (Surveillance Lab)	Sheikh Khalifa Medical City (SKMC)
h3n2	EPI_ISL_19905014	A/ABUDHABI/UAE/0019563/2025	Reference Laboratory for Infectious Disease (Surveillance Lab)	Sheikh Khalifa Medical City (SKMC)
h3n2	EPI_ISL_19904977	A/ABUDHABI/UAE/0005340/2025	Reference Laboratory for Infectious Disease (Surveillance Lab)	Sheikh Khalifa Medical City (SKMC)
h3n2	EPI_ISL_19904867	A/ABUDHABI/UAE/0000785/2025	Reference Laboratory for Infectious Disease (Surveillance Lab)	Sheikh Khalifa Medical City (SKMC)
h3n2	EPI_ISL_19904861	A/ABUDHABI/UAE/0000653/2025	Reference Laboratory for Infectious Disease (Surveillance Lab)	Sheikh Khalifa Medical City (SKMC)
h3n2	EPI_ISL_19904852	A/ABUDHABI/UAE/0000459/2025	Reference Laboratory for Infectious Disease (Surveillance Lab)	Sheikh Khalifa Medical City (SKMC)
h3n2	EPI_ISL_19899624	A/ABUDHABI/UAE/0005035/2025	Reference Laboratory for Infectious Disease (Surveillance Lab)	Sheikh Khalifa Medical City (SKMC)
h3n2	EPI_ISL_19899600	A/ABUDHABI/UAE/0004278/2025	Reference Laboratory for Infectious Disease (Surveillance Lab)	Sheikh Khalifa Medical City (SKMC)
h3n2	EPI_ISL_19901228	A/Delaware/70/2025	Delaware Public Health Lab	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19900511	A/Saint-Petersburg/RII-MH240538S/2025	Research Institute of Influenza, Ministry of Healthcare of the Russian Federation	WHO National Influenza Centre Russian Federation
h3n2	EPI_ISL_19900490	A/Saint-Petersburg/RII-MH237133S/2025	Research Institute of Influenza, Ministry of Healthcare of the Russian Federation	WHO National Influenza Centre Russian Federation
h3n2	EPI_ISL_19895765	A/South_Queensland/4/2025	Queensland Health Forensic and Scientific Services	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19895756	A/Darwin/510/2025	Royal Darwin Hospital	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19895070	A/South Africa/PATH-CERI-C068189/2025	National Health Laboratory Service, Stellenbosch University	Center for Epidemic Response and Innovation (CERI)
h3n2	EPI_ISL_19895937	A/South Africa/PATH-CERI-C068239/2025	National Health Laboratory Service, Stellenbosch University	Center for Epidemic Response and Innovation (CERI)
h3n2	EPI_ISL_19898498	A/California/LACPHL-INF02008/2025	Los Angeles County Public Health Laboratories, Lab Microbial Pathogen Submission Group	
h3n2	EPI_ISL_19892502	A/SAO PAULO/CEVI_2500102/2025	Instituto Butantan	Instituto Butantan
h3n2	EPI_ISL_19891344	A/New York/NIRC-IS-1242/2025	New York State Department of Health	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19893614	A/Andalucia/PMC-00855/2025	Servicio de Microbiología Hospital Universitario Virgen del Rocío	Fundación Progreso y Salud
h3n2	EPI_ISL_19893476	A/South Africa/PATH-CERI-C068154/2025	National Health Laboratory Service, Stellenbosch University	Center for Epidemic Response and Innovation (CERI)
h3n2	EPI_ISL_19885728	A/TOKYO/EIS11-538/2025	Japan Institute for Health Security (JIHS)	Japan Institute for Health Security (JIHS)
h3n2	EPI_ISL_19888197	A/Bangkok/P856/2025	Thai National Influenza Center	Thai National Influenza Center
h3n2	EPI_ISL_19888179	A/Phra Nakhon Si Ayutthaya/F1413/2025	Thai National Influenza Center	Thai National Influenza Center
h3n2	EPI_ISL_19889525	A/Hong Kong/RFL-063/2025	The Chinese University of Hong Kong	Chinese University of Hong Kong
h3n2	EPI_ISL_19889189	A/British Columbia/RV04125-25/2025	B.C. Centre for Disease Control	Public Health Agency of Canada (PHAC)
h3n2	EPI_ISL_19883312	A/North Carolina/61/2025	North Carolina State Laboratory of Public Health	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19883178	A/New York/NIRC-IS-1176/2025	New York State Department of Health	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19883062	A/Malaysia/IMR-RM1203/2025	Hospital Raja Perempuan Zainab II	Institute for Medical Research
h3n2	EPI_ISL_19885632	A/Distrito Federal/240503001374/2024	Laboratório Central de Saúde Pública do Distrito Federal	Laboratório Central de Saúde Pública do Distrito Federal
h3n2	EPI_ISL_19885405	A/Michigan/MIS-L382476408/2024	University of Michigan, Lauring Lab, Department of Microbiology and Immunology	
h3n2	EPI_ISL_19885705	A/Distrito Federal/2499283006/2025	Laboratório Central de Saúde Pública do Distrito Federal	Laboratório Central de Saúde Pública do Distrito Federal
h3n2	EPI_ISL_19885697	A/Distrito Federal/2488518601/2025	Laboratório Central de Saúde Pública do Distrito Federal	Laboratório Central de Saúde Pública do Distrito Federal
h3n2	EPI_ISL_19878955	A/Newtown/0715/2025	Public Health Wales Microbiology Cardiff	Public Health Wales Microbiology Cardiff
h3n2	EPI_ISL_19880466	A/Malaysia/TIDREC_KLA-AUFI401/2025	Tropical Infectious Diseases Research and Education Centre (TIDREC), Universiti Malaya	University of Malaya
h3n2	EPI_ISL_19875568	A/Victoria/237/2025	Monash Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19875509	A/Cambodia/ KPH250079/2025	National Institute of Public Health	National Institute of Public Health
h3n2	EPI_ISL_19877159	A/Maranhao/015230-IEC/2025	Evandro Chagas Institute	Evandro Chagas Institute
h3n2	EPI_ISL_19864436	A/Missouri/53/2025	Missouri Department. of Health & Senior Services	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19868380	A/Texas/130/2025	Baylor Scott and White Health	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19871760	A/Laos/00819-2968/2025	Lao Oxford Mahosot Wellcome Trust Research Unit (LOMWRU)	Lao Oxford Mahosot Wellcome Trust Research Unit (LOMWRU)
h3n2	EPI_ISL_19871753	A/Laos/00819-2954/2025	Lao Oxford Mahosot Wellcome Trust Research Unit (LOMWRU)	Lao Oxford Mahosot Wellcome Trust Research Unit (LOMWRU)
h3n2	EPI_ISL_19873761	A/Michigan/UM-10062897423/2025	University of Michigan, Lauring Lab, Department of Microbiology and Immunology	
h3n2	EPI_ISL_19873747	A/Michigan/UM-10063615822/2025	University of Michigan, Lauring Lab, Department of Microbiology and Immunology	
h3n2	EPI_ISL_19873610	A/Michigan/MIS-L384392503/2024	University of Michigan, Lauring Lab, Department of Microbiology and Immunology	
h3n2	EPI_ISL_19862417	A/Distrito Federal/240503000967/2024	Laboratório Central de Saúde Pública do Distrito Federal	Laboratório Central de Saúde Pública do Distrito Federal
h3n2	EPI_ISL_19862395	A/Distrito Federal/2442049505/2024	Laboratório Central de Saúde Pública do Distrito Federal	Laboratório Central de Saúde Pública do Distrito Federal
h3n2	EPI_ISL_19862378	A/Distrito Federal/2436838305/2024	Laboratório Central de Saúde Pública do Distrito Federal	Laboratório Central de Saúde Pública do Distrito Federal
h3n2	EPI_ISL_19862375	A/Distrito Federal/2435884201/2024	Laboratório Central de Saúde Pública do Distrito Federal	Laboratório Central de Saúde Pública do Distrito Federal
h3n2	EPI_ISL_19863445	A/Bayern/59/2025	Robert Koch-Institute Nationales Referenzzentrum für Influenza	Robert Koch Institute Nationales Referenzzentrum für Influenza
h3n2	EPI_ISL_19855821	A/Saint-Petersburg/RII-MH231746S/2025	Research Institute of Influenza, Ministry of Healthcare of the Russian Federation	WHO National Influenza Centre Russian Federation
h3n2	EPI_ISL_19856628	A/Darwin/420/2025	Royal Darwin Hospital	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19826072	A/Vietnam/FP425095/2025	Bach Mai Hospital	Bach Mai Hospital
h3n2	EPI_ISL_19826248	A/South Africa/R01788/2025	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
h3n2	EPI_ISL_19837526	A/La Serena/14406/2025	Instituto de Salud Publica de Chile	Instituto de Salud Pública de Chile
h3n2	EPI_ISL_19837522	A/Coyhaique/8445/2025	Instituto de Salud Publica de Chile	Instituto de Salud Pública de Chile
h3n2	EPI_ISL_19837521	A/Punta Arenas/8105/2025	Instituto de Salud Publica de Chile	Instituto de Salud Pública de Chile
h3n2	EPI_ISL_19837505	A/Puerto Montt/343/2025	Instituto de Salud Publica de Chile	Instituto de Salud Pública de Chile
h3n2	EPI_ISL_19844485	A/Paraiba/011019-IEC/2025	Evandro Chagas Institute	Evandro Chagas Institute
h3n2	EPI_ISL_19843786	A/Rhode Island/48/2025	Rhode Island Department of Health	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19816703	A/France/ARA-HCL025046398901/2025	CNR Virus des Infections Respiratoires - France SUD	CNR Virus des Infections Respiratoires, France SUD
h3n2	EPI_ISL_19817529	A/France/PDL-RELAB-IPP03754/2025	Institut Pasteur	Institut Pasteur Paris
h3n2	EPI_ISL_19818766	A/TOKYO/EIS11-368/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h3n2	EPI_ISL_19818123	A/District Of Columbia/31/2025	DC Public Health Lab	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19854205	A/Ghana/0787/2025	Noguchi Memorial Institute for Medical Research (NMIMR)	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19823519	A/Hong Kong/734/2025	Hong Kong Department of Health	Hong Kong Department of Health
h3n2	EPI_ISL_19759480	A/Punta Arenas/101981/2024	Instituto de Salud Publica de Chile	Instituto de Salud Pública de Chile
h3n2	EPI_ISL_19794420	A/Gwangju/440/2025	Korea Disease Control and Prevention Agency (KDCA)	Korea Disease Control and Prevention Agency (KDCA)
h3n2	EPI_ISL_19760011	A/Florida/ISC-1416/2024	Florida Department of Health-Tampa	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19796373	A/France/IDF-RELAB-IPP03456/2025	Institut Pasteur	Institut Pasteur Paris
h3n2	EPI_ISL_19794607	A/Jeonnam/359/2025	Korea Disease Control and Prevention Agency (KDCA)	Korea Disease Control and Prevention Agency (KDCA)
h3n2	EPI_ISL_19794483	A/Jeju/523/2025	Korea Disease Control and Prevention Agency (KDCA)	Korea Disease Control and Prevention Agency (KDCA)
h3n2	EPI_ISL_19763589	A/Galicia/52460463/2025	Complexo Hospitalario Universitario de Ourense	Servicio Galego de Saude
h3n2	EPI_ISL_19763401	A/Netherlands/10620/2025	National Institute for Public Health and the Environment (RIVM)	National Institute for Public Health and the Environment (RIVM)
h3n2	EPI_ISL_19762387	A/Ghana/FS-25-0394/2025	NOGUCHI MEMORIAL INSTITUTE FOR MEDICAL RESEARCH	Noguchi Memorial Institute for Medical Research (NMIMR)
h3n2	EPI_ISL_19762384	A/Ghana/FS-24-7922/2024	NOGUCHI MEMORIAL INSTITUTE FOR MEDICAL RESEARCH	Noguchi Memorial Institute for Medical Research (NMIMR)
h3n2	EPI_ISL_19762382	A/Ghana/FS-25-0129/2025	NOGUCHI MEMORIAL INSTITUTE FOR MEDICAL RESEARCH	Noguchi Memorial Institute for Medical Research (NMIMR)
h3n2	EPI_ISL_19798813	A/Mexico/PUE_InDRE_75/2024	Instituto de diagnóstico y Referencia Epidemiologicos INDRE	Instituto de diagnóstico y Referencia Epidemiologicos (INDRE)
h3n2	EPI_ISL_19767388	A/Togo/1329/2024	Institute National D'Hygiene	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_19767380	A/Togo/1431/2024	Institute National D'Hygiene	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_19769189	A/Indonesia/BIOKES-IMDN983/2024	Balai Besar Laboratorium Biologi Kesehatan	Balai Besar Laboratorium Biologi Kesehatan
h3n2	EPI_ISL_19767432	A/Togo/B28/2024	Institute National D'Hygiene	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_19803212	A/French Guiana/030/2025	Institut Pasteur de la Guyane	Institut Pasteur de la Guyane
h3n2	EPI_ISL_19803042	A/Daejeon/585/2025	Korea Disease Control and Prevention Agency (KDCA)	Korea Disease Control and Prevention Agency (KDCA)
h3n2	EPI_ISL_19771252	A/Hawaii/ISC-1036/2025	State of Hawaii Department of Health	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19804805	A/India/DEL-NIV24_3293/2024	National Institute of Virology	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19772060	A/Washington/UW-20768/2025	Laboratory Medicine and Pathology, University of Washington	
h3n2	EPI_ISL_19772562	A/Badajoz/18679787/2025	Hospital Universitario de Badajoz	Hospital Universitario de Badajoz
h3n2	EPI_ISL_19774139	A/Iran/12F30/2024	Tehran University of Medical Sciences	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_19774125	A/Cameroon/12596/2024	Centre Pasteur du Cameroun	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_19774098	A/Cameroon/10059/2024	Centre Pasteur du Cameroun	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_19773980	A/Bahrain/1395/2024	Ministry of Health Bahrain	National Influenza Center, Bahrain
h3n2	EPI_ISL_19776454	A/Malaysia/TIDREC_KLA-AUFI335/2024	Tropical Infectious Diseases Research and Education Centre (TIDREC), Universiti Malaya	University of Malaya
h3n2	EPI_ISL_19776589	A/Bahrain/1493/2025	Ministry of Health Bahrain	National Influenza Center, Bahrain
h3n2	EPI_ISL_19810289	A/KOCHI/5/2024	Kochi Public Health and Sanitation Institute	National Institute of Infectious Diseases (NIID)
h3n2	EPI_ISL_19810283	A/SHIMANE/11/2024	Shimane Prefectural Institute of Public Health and Environmental Science	National Institute of Infectious Diseases (NIID)
h3n2	EPI_ISL_19777876	A/Virginia/GKISBBBF23385/2025	Concentric by Ginkgo Bioworks	
h3n2	EPI_ISL_19778290	A/Malaysia/IMR-SARI0573/2025	Hospital Raja Perempuan Zainab II	Institute for Medical Research
h3n2	EPI_ISL_19778264	A/Canberra/82/2025	Canberra Hospital	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19778208	A/Sri Lanka/1/2025	Medical Research Institute	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19778207	A/Sri Lanka/107/2024	Medical Research Institute	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19814772	A/Oman/CPHL_725839/2025	Central Public Health Laboratories Oman	Ministry of Health, Central Public Health Laboratory
h3n2	EPI_ISL_19814759	A/Oman/CPHL_725765/2025	Central Public Health Laboratories Oman	Ministry of Health, Central Public Health Laboratory
h3n2	EPI_ISL_19813489	A/TOKYO/EIS11-306/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h3n2	EPI_ISL_19781091	A/Vietnam/F524122/2025	Bach Mai Hospital	Bach Mai Hospital
h3n2	EPI_ISL_19780872	A/Sydney/41/2025	Childrens Hospital Westmead	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19780856	A/Nepal/N022/2025	National Public Health Laboratory	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19780771	A/Vietnam/PF125014/2025	Bach Mai Hospital	Bach Mai Hospital
h3n2	EPI_ISL_19783855	A/England/0920176/2025	UK Health Security Agency - Colindale	UKHSA / Respiratory Virus Unit
h3n2	EPI_ISL_19727805	A/Maldives/2067/2024	Ministry of Health	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19727795	A/India/Pun-Nivcov243936/2024	National Institute of Virology	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19727772	A/Maldives/2410/2024	Ministry of Health	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19731412	A/Queensland/IN000817/2024	Pathology Queensland	Public and Environmental Health Reference Laboratories (PEHRL)
h3n2	EPI_ISL_19729249	A/KOBE/24278/2024	Kobe Institute of Health	National Institute of Infectious Diseases (NIID)
h3n2	EPI_ISL_19727809	A/Indiapun-Niv24_2989/2024	National Institute of Virology	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19727587	A/New York/13/2025	New York State Department of Health	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19734822	A/Canada/ABPHL-1535/2024	Alberta Precision Laboratories, Provincial Laboratory for Public Health	Public Health Agency of Canada (PHAC)
h3n2	EPI_ISL_19734709	A/Canada/ABPHL-1428/2024	Alberta Precision Laboratories, Provincial Laboratory for Public Health	Public Health Agency of Canada (PHAC)
h3n2	EPI_ISL_19708543	A/France/ARA-HCL025013801301/2025	CNR Virus des Infections Respiratoires - France SUD	CNR Virus des Infections Respiratoires, France SUD
h3n2	EPI_ISL_19742172	A/MINAS GERAIS/CEVI_24002308/2024	Instituto Butantan	Instituto Butantan
h3n2	EPI_ISL_19741762	A/Nepal/N132/2025	National Public Health Laboratory	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19741755	A/Sri Lanka/3/2025	Medical Research Institute	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19741749	A/New Caledonia/106/2024	Institut Pasteur New Caledonia	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19709653	A/ABUDHABI/UAE/0014344/2024	Reference Laboratory for Infectious Disease (Surveillance Lab)	Sheikh Khalifa Medical City (SKMC)
h3n2	EPI_ISL_19709647	A/ABUDHABI/UAE/0014275/2024	Reference Laboratory for Infectious Disease (Surveillance Lab)	Sheikh Khalifa Medical City (SKMC)
h3n2	EPI_ISL_19709644	A/ABUDHABI/UAE/0013919/2024	Reference Laboratory for Infectious Disease (Surveillance Lab)	Sheikh Khalifa Medical City (SKMC)
h3n2	EPI_ISL_19709472	A/Madrid/2431/2024	Servicio de Microbiología Hospital Universitario La Paz	Instituto de Salud Carlos III
h3n2	EPI_ISL_19743742	A/France/IDF-IPP01389/2025	Institut Pasteur	Institut Pasteur
h3n2	EPI_ISL_19711478	A/Fiji/310/2024	National Centre for Scientific Services for Virology  and Vector Borne Diseases	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19711407	A/India/Kum-NIV24_3385/2024	ICMR-National Institute of Virology	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19744640	A/Brazil/SP-LEIAL4295/2024	Instituto Adolfo Lutz - National Influenza Center	Instituto Adolfo Lutz
h3n2	EPI_ISL_19711919	A/ABUDHABI/UAE/0016786/2024	Reference Laboratory for Infectious Disease (Surveillance Lab)	Sheikh Khalifa Medical City (SKMC)
h3n2	EPI_ISL_19711917	A/ABUDHABI/UAE/0016720/2024	Reference Laboratory for Infectious Disease (Surveillance Lab)	Sheikh Khalifa Medical City (SKMC)
h3n2	EPI_ISL_19711912	A/ABUDHABI/UAE/0016630/2024	Reference Laboratory for Infectious Disease (Surveillance Lab)	Sheikh Khalifa Medical City (SKMC)
h3n2	EPI_ISL_19711909	A/ABUDHABI/UAE/0016300/2024	Reference Laboratory for Infectious Disease (Surveillance Lab)	Sheikh Khalifa Medical City (SKMC)
h3n2	EPI_ISL_19711867	A/ABUDHABI/UAE/0019789/2024	Reference Laboratory for Infectious Disease (Surveillance Lab)	Sheikh Khalifa Medical City (SKMC)
h3n2	EPI_ISL_19711853	A/ABUDHABI/UAE/0017816/2024	Reference Laboratory for Infectious Disease (Surveillance Lab)	Sheikh Khalifa Medical City (SKMC)
h3n2	EPI_ISL_19711839	A/ABUDHABI/UAE/0021116/2024	Reference Laboratory for Infectious Disease (Surveillance Lab)	Sheikh Khalifa Medical City (SKMC)
h3n2	EPI_ISL_19711776	A/NIIGATA-C/24160/2024	Niigata City Institute of Public Health and Environment	National Institute of Infectious Diseases (NIID)
h3n2	EPI_ISL_19711629	A/New Caledonia/51/2024	Institut Pasteur New Caledonia	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19711616	A/Darwin/26/2025	Royal Darwin Hospital	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19711553	A/Sri Lanka/109/2024	Medical Research Institute	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19711517	A/Thailand/15/2024	WHO National Influenza Centre, National Institute of Medical Research (NIMR)	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19711516	A/Sri Lanka/112/2024	Medical Research Institute	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_19745568	A/Bhutan/1918/2024	Royal Centre for Disease Control	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19745536	A/Bhutan/0493/2024	Royal Centre for Disease Control	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19745386	A/Ecuador/6638/2024	INSPI	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19745524	A/Bhutan/1737/2024	Royal Centre for Disease Control	Centers for Disease Control and Prevention
h3n2	EPI_ISL_19715106	A/Singapore/NTF0281/2024	Ministry of Health, Singapore	Ministry of Health, Singapore
h3n2	EPI_ISL_19747906	A/Madrid/428/2025	Instituto de Salud Carlos III	Instituto de Salud Carlos III
h3n2	EPI_ISL_19716931	A/Hong Kong/229/2025	Hong Kong Department of Health	Hong Kong Department of Health
